,Text_ID,Product_Description,Product_Type,Sentiment
3541,8295,I wouldn't think of watching a big game or event without Twitter and my iPad anymore #futurecast #sxsw,6,3
4555,325,"If you're at #sxsw, meet our author, and a host of Android devs, Sat. at 12:30pm, Hilton room 615AB.",9,2
2287,3755,Settling into first #SXSW session: #battledecks which I missed last year. This would be perfect time for #hollergram iPad app!,7,3
5960,2453,SXSW Crowd Earns $10K for Charity by Playing a Game [PICS]: In an unusual keynote speech... {link} #News #sxsw #Cyber #iPhone,9,2
2576,7784,Sweet :) RT @mention Bday pressie for myself: iPhone 4. @mention got a matching one. Now we can fit in with hipsters #sxsw this wkd ;),8,3
3071,8675,We're so ungrateful bc we have too much shit to play with. So turn off some of your shit (iPhone) now and then. #sxsw,8,1
4994,3578,@mention I'm glad I don't have an iPad 2 ... I think. #sxsw,6,1
5676,8252,Best Wurst late night decision ever  RT @mention Whoa! line at the pop up apple store in downtown #sxsw  {link},9,2
6067,425,&quot;the default state of users is more leisurely and contemplative&quot; @mention #ipad #sxsw,9,2
3123,2117,"Got my flask &amp; my iPad . Yes,  I'm sitting on 9th st waiting for AICN screening. #sxsw #prepared # ILoveaSurprise {link}",6,3
3516,6986,RT @mention YES! updated iPhone app has song info  @mention 24/7 stream +others also live video streaming for #SXSW {link},7,3
4134,6679,RT @mention speaks truth: Watched #Apple staff at the temp #sxsw store just high five entire long line and facepalmed. Ugh. #LongLinesBadUX,2,1
3104,4932,At Microsoft lounge 4th floor. First 5 iPhone / Android developers to stop by before 2:45 get free entry into Windows Phone MP ($99) #sxsw,9,2
2483,7497,#SXSW peeps: Where is the #iPad store?,9,2
3613,7223,@mention Our social calendar app just rolled out with some special #SXSW functionality for iPhone AND android =D {link},9,3
181,7846,Google has been collecting data on the types of requests they've been receiving from governments globally - #privacybootcamp #sxsw,9,2
4298,1039,"Future of retail instore = party [goods] up front, biz [inventory ]in the back ala #apple mullet #sxsw #kiosks",9,2
5600,3817,Guy with iPad 2 taking photos of @mention slides. Awkward! #sxsw,6,1
2489,4461,Having fun w/ @mention new Check-In's feature on iPhone | See @mention latest article &quot;Roll your own 4square&quot; {link} #SXSW,7,3
963,8863,"The only way you truly understand a material is by making things with it.  Jonathan Ive , Apple VP Design   #SXSW",9,2
4431,5047,"RT @mention .@mention &quot;Google launched checkins a month ago.&quot; Check ins are ok, but CHECK OUTS are the future. #sxsw #Bizzy",9,2
1838,8245,Better get in line now. RT @mention Apple is opening up a temp store in downtown Austin for #SXSW &amp; iPad 2 launch {link},9,3
633,7116,Line at popup Apple Store at 6th &amp; Congress still over a block long. #sxsw,9,2
5883,4262,"Video: Tim Wu explains to me #netneutrality, information empires and himself: {link} thanks @mention @mention #sxsw",9,2
4802,6278,RT @mention Love it. @mention #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;,2,3
5287,2145,Wonder what percentage of #SXSW interactive participants have an iPhone. It's gotta be high,8,3
2639,643,"Ok nerds, I totally am Bateman. You want me to sign your iPad 2? #sxsw",9,2
1023,5111,RT @mention @mention Alive and loving it! Great talks from Jonathan Dahl #minimalistprogramming and Google's Marissa Mayer #MarissaGoogle - #sxsw,3,3
2960,8685,I messed up and didn't bring iPhone charger. Anyone got one I could borrow for 10 mins? #sxsw,9,2
2390,4069,@mention launched there 1st iPad app at #SXSW! Get all the details + the first edition FREE,9,2
785,1250,"So we get to see google fail at social on another day RT @mention Okay, no Google Circles debuting at #sxsw today",3,1
6024,2383,"#SXSW #Rackspace Startup Program, Cloud 2.0 iPad App Launched {link} #seo #sem #cloudcomputing #topnews",9,2
3245,6392,RT @mention Now there are 150 million mobile google maps users @mention #sxsw #science,3,3
1883,4227,@mention love the #ipad2.  Got one at the pop-up Apple Store for #sxsw attendees.,6,3
3167,1550,@mention @mention @mention Hmmm....how fast can #apple build a new store in time for #sxsw  {link},9,2
2096,2859,I can't keep up with this stuff: @mention to Launch @mention like rewards at #SXSW {link} via @mention,9,2
481,2787,#AAPL already the big winner at #sxsw {link} #in,9,2
3837,2674,"Inside the iPad 2: chip brings 50% browsing boost: RT @mention Best Hungry at #sxsw Tip: Mekong River, g... {link}",6,3
3477,8405,"@mention thanks for the RT, iPad 2 giveaway details to come!  #SXSW #sxswi",9,2
5800,4760,#sxsw @mention #devops: @mention &quot;The Internets is Mean/Our Systems Are Complex; go Google 'How complex systems fail by doctor&quot;,9,2
6159,6284,RT @mention make sure to stop by the smilebooth! RT @mention #GSDM &amp; #Google The Industry Party for #SXSW is on. And @mention is in the house.,9,2
1803,2318,ipadi alacagimiz yer belli oldu:  Apple to Open Pop-Up Shop at Austin #SXSW {link} via @mention @mention,9,0
697,3803,Best sessions I've seen so far at #SXSW have been this morning. Music of Ixd and Designing iPad Interfaces #winning,9,3
4728,5434,RT @mention Apple is opening up a temp store in Austin for #SXSW {link} via @mention #iPad2,9,2
4226,3313,Ipad design panel is very good. #SXSW,6,3
2266,7962,"@mention saw ur article about Group Texting. Check out Smyle. Both Android and web #apps. Features Group chat, whiteboard, and more. #SXSW",9,2
1399,6578,RT @mention RT @mention It's not a rumor: Apple opening up a temporary store in Austin for #SXSW &amp; #iPad2 launch {link},9,2
1396,430,Attending Designing iPad Interfaces - New Navigation Schemas w/ @mention Great stuff so far.  #sxsw,6,3
5133,7572,Google Circles at #sxsw whoooooo {link},3,3
4364,7780,So cool! RT @mention Updated NPR Music iPhone app song info 4 All Songs 24/7 &amp; live video streaming in time 4 #SXSW {link},7,3
1290,5168,RT @mention &quot;Apple is the most elegant fascist company in America.&quot; #flipboard #SXSW,2,1
417,8756,Users drive 12B+ miles a year with Google Maps Navigation ^JR #sxsw,5,3
5726,3488,"it holds his iPhone, which he uses for changing visuals RT @mention #GoogleDoodle #sxsw fun panel.  Intrigued by Marcin's powerglove?",9,2
1534,6182,RT @mention It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW and the #iPad2 launch {link},9,2
2861,7707,I'm concerned about #Adobe; #Mint migrating #Flex to #HTML5 for #iOS and #Android mobile apps. #sxsw,9,2
1947,1660,At #SXSW &amp; looking to sell your iPad 1?,9,2
1053,891,"HootSuite Mobile for #SXSW ~ Updates for iPhone, BlackBerry &amp; Android {link} #hootsuite",9,2
5598,8481,"#Apple enthusiasts lining up for #iPad2 outside pop-up Apple store in Austin for #SXSW. 6th/Congress, opens 5pm {link}",9,2
1886,7175,this is not how I want 2 B spending my  time during #sxsw :( (@mention Apple Store w/ 2 others) {link},9,2
4638,1694,@mention #qagb with @mention Listening to @mention and @mention talk about website ranking with Google and Bing #sxswi #sxsw #google #bing,9,2
3581,563,ÛÏ@mention Google doesn't place any value on your domain extension. They are all equal. #SXSW #qagbÛ,9,2
4783,8899,"Deciding when to release a product is an art, not a science - @mention at @mention #sxsw",9,2
3814,477,"Before It Even Begins, Apple Wins SXSW {link} #apple #ipad2 #SXSW #TC",2,3
5939,118,"Temporary #apple store is def not a tent, it's a powerhouse gym #SXSW  {link}",2,3
805,3823,Using an IPad for a set list! #SXSW band,6,3
489,7748,@mention RT @mention Gary is starting a new show &quot;Daily Grape&quot; for #iPhone only @mention #thankyouecon #SXSWÛ,9,2
4785,3312,Good design means getting simple. @mention talk/text are ways to impact healthcare in Africa now. Forget the iPhone? #amhealth #sxsw,9,2
3447,3907,"I cant wait to give the SAMSUNG people a demo of my horrible, terrible Google Nexus S phone at #sxsw",3,1
1768,8940,Leaving excellent panel from @mention on Writing Compelling Content. On to the Android Dev. Meetup! #SXSW,9,2
491,7901,YouTube is second largest search engine (globally) after Google says @mention #discotalk #sxsw,3,3
4505,5661,"RT @mention DELICIOUSLY IRONIC GOOGLE PRIVACY PARTY MADE WHOLE BY &quot;BANKING CARTEL, MILITARY-SCIENTIFIC DICTATORSHIP TAKEOVER&quot; CAB RANT! #SXSW",3,1
5253,194,Apple has 200M users' credit cards sync'd with iTunes for one click purchase. . #winning #sxsw,9,2
1355,5696,RT @mention Ellen Page appearance reduced to @mention iphone call. Hearts. Broken. #sxsw #super,8,2
4527,3056,"In iPad Design Headaches: Take Two Tablets, Call Me in the AM panel - excited to hear @mention live! #sxsw",6,1
4592,6425,RT @mention Our updated iPhone app has song info for select streams (incl. @mention 24/7) &amp; live video streaming in time for #SXSW {link},7,3
717,5322,RT @mention #SXSW what did you buy at the #AppleATXdt popup store? Do they have anything other than just iPad 2?,9,2
3178,5694,RT @mention Dudes! Dudes! Check it out: Tweet anything w/ 'iPad' in it &amp; naked lady response bots will tell you how they 'simply gaimed one free' #sxsw,9,2
1252,7794,Google party broke up. At the Tumblr / Funny or Die party. Fun! #sxsw,9,2
2705,8128,&quot;#SXSW #privacybootcamp for startups with @mention @mention @mention and @mention sounds like a fight waiting to happen. Can we add Orin Hatch?,9,2
4777,7,"#SXSW is just starting, #CTIA is around the corner and #googleio is only a hop skip and a jump from there, good time to be an #android fan",0,3
2566,1653,"Uh oh. :-\ RT @mention I left my WHITE iPhone 4 in a cab in Austin at #SXSW  Internet, please help.",9,2
2508,2427,Unimitated - Fingerprint Security Scan - {link} #iTunes #ipad2 #1990style #SXSW,6,3
1925,4179,Austin folks: Any stores that carry Apple accessories (keyboard/mouse) near Alamo Lake Creek? Mine didn't make the trip #sxsw,9,2
5332,3068,Today's sessions (1 of 2) at #sxsw -- Print design as future: {link} | Your Mom/iPad: {link},9,2
1978,4629,Interesting to see Yellow Pages #iPad app come up as example of good practice #sxsw,7,3
3509,4232,Whrrl girls handing out chances to win 2 Audi cars! Come find us! #SXSW (@mention Apple Store SXSW) {link},9,2
4087,1410,OH: &quot;You can download our free iPhone app. It's sort of a social networking kind of thing.&quot; #sxsw #fail,9,2
4533,8811,This #sxsw app by #MxM is made of AWESOME! --  {link}   --{link},9,3
1488,2132,Can't be at #sxsw? download their free music mix on itunes {link},9,2
1708,1659,@mention &amp; I just finished a mad dash to complete an iPad-formatted web app for a client that'll be showing it off at #SXSW. It's been fun.,9,2
4022,4565,@mention needs a driving buddy for 30 hours from #Albany to #SXSW -&gt; {link},9,2
351,5801,"RT @mention Google &quot;product gatekeeper&quot; Marissa Mayer on the location-based &quot;fast, fun and future&quot; {link} (HT @mention #SXSW",3,3
2033,6880,RT @mention We have release Android App for Cluster -&gt; {link} #sxsw,9,2
860,2550,"&quot;we do not want your undivided attention, so please take out your mobile phones and iPad 2s&quot; - @mention  #SXSW #LeanStartup",9,2
2369,544,Zaarly is giving away an iPad 2 during #SxSW to the person with the most beta signup referrals {link} #craigslistkiller,9,2
4601,5689,RT @mention Download 20+ FREE tracks from the #SXSW Music Sampler available on the @mention store today!  {link},9,2
4651,6559,RT @mention RT @mention Heard about Apple's pop-up store in downtown Austin? Pics are already on Gowalla: {link} #sxsw #iPad2,9,2
1474,2734,Gotta love this #SXSW Google Calendar featuring top parties/ show cases to check out.  RT @mention via @mention =&gt;{link},5,3
779,1428,"In Austin: not surprising, most popular accessory seems to be the ipad. closely followed up by BBQ pork waffle cone. #sxsw",9,2
2966,4546,Does anyone know if the #SXSW pop up Apple Store has any #iPad2 's left?,9,2
5654,3326,Keynote: Google #SXSW (@mention Austin Convention Center w/ 812 others) [pic]: {link},9,2
5572,968,I can haz one? ÛÏ@mention Just showed off @mention Charge Anywhere at a bar to charge my iPhone and the whole table wanted to buy one. #SXSWÛ,8,3
6137,3536,Any thoughts on the Path iphone photo app? #sxsw #iphoneography #mobilephotography,9,2
944,7744,"As I understand, this is buzzing from #SXSW : group texting, groupme, iPad 2, Apple, Denis Crowley...More ?",9,2
3325,3165,@mention fires a shot at @mention with check-in rewards and titles starting in Austin #SXSW {link} #in,9,2
4032,8387,"So, #twitter for iPhone: anyway to remove/burn hashtags? Eg #sxsw? V v bored already, already",8,1
5088,9000,Dropped my MacBook pro as I was walking into #sxsw. iPad 2 sounding pretty appealing right now. Somehow I will adapt and overcome.,6,3
22,392,"Tomorrow, Charles Chen will be speaking about Android and ChromeOS access @mention the Google booth in Exhibit Hall 3 @mention 1PM #sxsw",9,2
431,1384,"May be so, but I still have a few RT @mention New post: Business cards are dead: Send me your card via Hashable at #SXSW {link}",9,2
168,3000,RT to enter the contest and maybe win an iPad 2 from @mention #sxsw,6,3
1406,5082,RT @mention {link} #sxsw Google going Social again?,9,2
6245,4272,"Google's Marissa Mayer on mobile, contextual discovery and &quot;the power of here.&quot; #sxsw {link}",9,2
5951,8146,#SXSW #sxswparty Matt Damon upstairs at the Google party Maggie Maes 6th st,9,2
2850,2704,WOW! Apple pop up store downtown #Austin projecting 1/4 million+ profits this weekend alone! They may stay past this weekend #SXSW,2,3
3894,1124,There's a temporary SXSW Apple store in Austin. True. Let it sink in. #corporate #hipster #SXSW,9,2
2236,7462,I'm so happy this exist! Going to try and do the whole #sxsw trip w/o a laptop. iPhone &amp; iPad only.  {link},8,3
2865,2398,"@mention congratulations, sent from Seesmic on my Android phone, at #SXSW!",1,3
132,7782,"So true! RT @mention Best Hungry at #sxsw Tip: Mekong River, great Vietnamese {link} 6th St. till 11pm via @mention",9,2
6249,5673,"RT @mention Did you miss Google's VP of Search, Marissa Mayer last week? Listen to the interview here  {link} #SXSW",9,2
218,1578,Watching @mention covering the iPad 2 launch live at the Apple pop-up store in Austin at #SXSW {link},9,2
