experience,job_description,job_desig,job_type,key_skills,location,salary
5-7 yrs,,Manager(be/b.tech)research & Statistics-group Corporate Office-gurgaon,Analytics,"Research, Content Development, statistics, mathematics, Analytics",Gurgaon,6to10
6-11 yrs,,Head of Data Science,analytics,"Data Science, Machine Learning, R, Python, Statistics, analytics...",Chennai(OMR),15to25
3-5 yrs,Experience in developing enterprise level responsive web pages or applications;Experience in designing ...,"Web Development ,  Analyst",,"Flex, LAN, Application support, Web development, Coding, Unit testing...",Noida,6to10
6-10 yrs,Strong interpersonal and influencing skills Ability to collaborate with multiple functional experts like ...,Digital Transformation Specialist Digital Lending,Analytics,"Analytics, Process improvement, Manager Technology, Focus...",Mumbai,6to10
5-7 yrs,- 5+ years of experience in developing native Android applications;- 2+ year of hands on experience in ...,Android Lead Developer - Mobile Applications,,"Android SDK, Mobile Applications, User Interface Designing...",Mumbai,10to15
4-5 yrs,,Sr. Perf & Anal Data Analyst,,"Fund Accounting, Account Management, Fund Reconciliation, Data Analysis...",Hyderabad,3to6
1-3 yrs,"Develop good understanding of market, industry and technology and prepare syndicated reports, articles ...",Walk in for Market Research role from 23rd Oct to 26th Oct,,"Primary Research, Excel, Market Research, Powerpoint, Word, Data Analysis...",Bengaluru,6to10
8-13 yrs,"- 8-14 years of experience of which at least 8 years should be in Consumer Goods companies, Should have ...",Category Head (dgm) - FMCG,,"Trade Marketing, Sales, Consumer Insights, Market Research...",Ahmedabad,15to25
0-2 yrs,,"Business Development Executive, Online Sales Executive",,"Ad Sales, Marketing Research, Business Development, Online Sales...",Noida(Sector-9 Noida),0to3
4-8 yrs,University Degree with at least 4-5 years of experience as admin support or executive secretary;Raise ...,Executive Secretary,,"Administration, Administrative Support, Support Services...",Hyderabad,6to10
10-15 yrs,,Cloud Technical Architect,,"java, aws, python, cloud, requirement analysis, product management...",Pune,15to25
3-8 yrs,,Customer Relationship Manager Head  [retail/fmcg Industry,analytics,"fmcg, retail, customer behavior, data analytics, marketing, CRM, Loyalty...",Mumbai,6to10
3-5 yrs,Education: Bachelor s degree with business concentration preferred;Work Experience: 3+ years of ...,life Enforcenment,,life enforcenment,Pune,3to6
10-20 yrs,"Solid experience in credit, underwriting and Risk management in digital products for a Bank/ large NBFCs/ ...",Lead Credit & Underwriting - Digital,Analytics,"Credit Management, Underwriting Experience, Risk Management, Analytics...",Mumbai,10to15
2-5 yrs,1.	2-3 years of experience in Life Insurance or reinsurance company;3.	Experience in ReNova preferred ...,Opportunity for Junior Manager / Assistant Manager - Actuarial,,"Life Insurance, Actuarial, Actuarial Analyst, actuary, Regression Testing...","Mumbai, Mumbai Suburbs",15to25
1-4 yrs,Work closely with internal development and design teams to ensure flawless integration with back-end ...,Web Developer with Top Market Research Company in Mumbai,,"web development, web technologies, market research, wordpress, python...",Mumbai,3to6
4-5 yrs,Worked on at least one project with minimum 12 months period;Experience in preparing and conducting ...,Business Analyst,,"Use Cases, Test Cases, Capital Market, Investment Banking...",Bengaluru,6to10
8-13 yrs,Experience 2 years to 13 years;IITs and IIMs can apply with lesser years of experience in SAS Analytics ...,Fraud Strategy & Analytics - SAS Analytics,Analytics,"Retail Banking, Analytics, Credit Cards","Delhi NCR, Mumbai, Bengaluru",25to50
4-9 yrs,"Achieve commitments and motivate development teams, assist development teams in attaining maximum ...",Sr. Java Developer,,"spring boot, java, design patterns, multithreading, big data, spring mvc...",Hyderabad(Madhapur),15to25
1-2 yrs,Experience of social campaign management and customer grievance management across social platform ...,"Marketing Executive ( SEO, SMM and Database Management.)",Analytics,"SEO, SEM, SMM, Online Marketing, PPC, Google Analytics, Email Marketing...",Noida(Sector-125 Noida),0to3
1-6 yrs,"- 1-4 years (preferably in any IPCs/HFCs, NBFCs or Banks in real estate vertical / Consulting firms ...",Analyst - Real Estate Investment,,"finance, financial modelling, credit risk, market analysis...","Gurgaon, Gurugram",10to15
5-10 yrs,Job Responsibilities:   Essentially a complete sell-out management job  Monitoring ...,GM - BTL Marketing,,"Sales, Marketing, Promotions, Btl, Key Account Management, Key Accounts...",Delhi NCR,6to10
4-9 yrs,"The candidate would need in-depth knowledge of Statistical Techniques and Tools like SAS, and also hands ...",Manager Data Analytics - General Insurance,Analytics,"insurance analytics, product mapping, data analytics, general insurance...",Pune,6to10
5-10 yrs,,Excellent Opportunity for Service Now Professionals,,"Servicenow, Business Objects, Service Management, Certified Scrum Master...","Hyderabad, Bengaluru",3to6
0-5 yrs,,Home Base Job/ Data Entry/online Work/part Time Work/freelancer work,,"part time, freelancing, data entry, present job, work from home...","kushinagar, lalitpur, maharajganj, mahoba, mainpuri, mau, hapur, raebareli, rampur",0to3
15-20 yrs,"Ideal Candidate will be from a reputed Brand in the Apparel or Lifestyle Product, with 15+ years of ...",Head - E Commerce,analytics,"web analytics, sales, advertising, e - commerce, brand marketing",Mumbai,25to50
4-6 yrs,- 3 - 5 years experience developing Power BI solutions and reporting;- 3 - 5 years- experience in Data ...,Microsoft Power BI Developer - Data Visualization & Analysis,,"Microsoft Power BI Developer, Data Visualization, Data analysis, Power BI...",Mumbai,10to15
1-3 yrs,Must have typing speed 30 wpm;Should have good analytical skills and Quick grasping power;Must have ...,Payment Posting US Healthcare (1 PM - 10 PM  Shift),,"payment posting, us shift, claim submission, rejection handling...",Delhi(Sainik Farms),0to3
4-9 yrs,Candidate should have good communication skills (both verbal and written);Experience in Credit card risk ...,Model Development - SAS,Analytics,"Base SAS, SAS SQL, Risk Modeling, Analytics, Model Development...",Delhi NCR,10to15
8-12 yrs,-Have good people management skills (as it involves interaction across functions in the org);-Execute ...,CRM & DRM Lead,Analytics,"CRM & DRM Lead, Google Analytics, Marketing automation, Big data, CRM...",Mumbai,15to25
3-6 yrs,Demonstrated experience in requirements analysis and design using standard tools and techniques such as ...,Functional Consultant - ERP Projects,,"Project Management, Management Accounting, STLC, Java, Finance, SQL...",Mumbai,10to15
10-14 yrs,"An exciting leadership job opportunity with a leading, global group with a strong foothold in specialty ...",Business Intelligence Manager - Finance (10-12 Yrs.),,"Financial Accounting, Mba Finance, Financial Management, Consolidation...",Mumbai,15to25
3-8 yrs,,"Senior Manager - LAS, COE - NBFC",,"risk assessment, data analysis, Retail Loan, Policy",Pune,15to25
0-3 yrs,,SEO......,,"project management, seo marketing, analytical, cms, analyticshtml css",Chandigarh,0to3
4-6 yrs,"Experience in developing integrated solutions involving process, data, and technology;6 years business ...",Solution Integrity Analyst (osc) - Savigent,,"Project Management, Technical Architecture, SCOPE, Plant Maintenance...",Bengaluru,6to10
8-12 yrs,"5 Drive Implementation of  sale enablement programs such as roadshows, events, experience zones ...",Area Home Sales Lead,,"sales, distribution, events, customer acquisition, operations, road shows...",Kolkata,15to25
2-6 yrs,,Senior Analyst || KYC || Male Candidate,,"KYC, AML, transaction monitoring","Mumbai, Navi Mumbai, Thane",0to3
0-5 yrs,,Data Entry/home Base Job/ Online Work/part Time Work/freelancer work,,"part time, freelancing, data entry, present job, work from home...","Patna, Dehradun, Bikaner, Hisar, Shimla, Ratlam, Raipur, Bareilly, Bathinda",0to3
9-14 yrs,Organizational and project management skills; ability to multi-task and work on several assignments ...,Senior Product Manager,,"Product Strategy, Project Management, Marketing, Sales, Business Case...",Chennai,15to25
10-20 yrs,- In-depth knowledge and extensive working experience as an multi-threaded network applications written ...,Architect/senior Advanced Development Engineer - Unified Data,,"C, Data Structures, Software Engineering, C++, Software Development, Design...",Hyderabad,25to50
2-7 yrs, Degree of Travel required to: ;CA/MBA from a Tier I Institute; Essential ...,Credit Analyst- Emerging Corporate Lending Group,,"Credit analyst, cash flow, financial modelling","Mumbai, Mumbai City",15to25
1-4 yrs, Please find the Job Description mentioned below:   Compensation Planning ...,Manager - HR,Analytics,"human resource management, hr, HR Analytics, PMS, Rewards",Mumbai,10to15
1-3 yrs,,Business Development Executive,Analytics,"Cold Calling, Business Development, Outbound Calling, outbound sales...",Chennai,3to6
2-7 yrs,  Conducting Market Research to collect all market/product related data.  Market and ...,Urgent & Excellent Opening for Marketing Professional,,"Market Research, Marketing, Data Analysis, Market Data...",Ahmedabad,0to3
14-21 yrs,Should have managed a team of people and scale of business that will allow him to take on larger ...,National Head - GT Sales I Leading FMCG Brand | Bangalore/delhi,,"General Trade, Distribution channel, GT, Super stockist model...","Bengaluru, Delhi",15to25
10-15 yrs,"Should be able to think through the areas of risk and structuring mitigations at scale, without ...",Vice President - Credit Risk - Corporate Banking,,"Credit Analysis, Credit Risk, Credit Policy, Corporate Banking...",Mumbai,25to50
3-8 yrs,- Experience with designing complex dashboards taking advantage of all tableau functions including data ...,PDI Specialist - Pentaho/etl/tableau,,"SQL, ETL, Bi, DW, Data Modeling, Pentaho, Tableau, Data Analysis...",Bengaluru,6to10
7-10 yrs,Experience building and designing 7x24 resilient or mission critical systems;Minimum of 5-8 years of ...,PS Business Analyst - Retail Systems,,"Scrum, Agile, Business Process, Functional Testing, Quality Assurance...",Hyderabad,10to15
3-6 yrs,Experience in working and managing cross-functional teams will be a plus;At least 6+ years of experience ...,SEO Executive,Analytics,"SEO, Link Building, Keyword Research, Google Analytics, Digital Marketing...",Noida(Sector-2 Noida),3to6
16-22 yrs,- Good People Management experience with thought leadership required;- Good and effective written and ...,Head - Presales & Solutioning - IT,,"Business Development, Sales, Solutioning, Presales, Business Management...",Bengaluru,25to50
5-7 yrs,"- Experience in integrating with third party sdks like facebook, usage analytics, maps;- Good amount of ...",IOS Lead - Objective C,analytics,"objective c, ios, memory management, IOS Lead",Chennai,10to15
3-8 yrs,"Have a good day ahead; Candidate should have sound knowledge of platform Python, R (both mandatory ...",Opening for Data Scientist - Kolkata,analytics,"data science, python, machine learning, java, r, big data analytics...",Kolkata,3to6
1-3 yrs,Vacancy for the post of Account Executive in a well known company in agri field based at Indore. ...,"Accounts Executive, Accounts Manager",,"Tally ERP, MS Office, ms excel, ms word, TDS Calculation, Gst, VAT, PF...",Indore,3to6
6-10 yrs,"At least 8-10 years of total experience,  of which at least 6 years in the banking Industry OR in data ...",ACN Digital- Analytics Customer Analytics- Cdm-7,Analytics,"Teradata, Agile, Information technology, Macros, Data migration...",Gurgaon,10to15
9-14 yrs,Exp   : 10+ years of experience in similar role with a focus on managing large teams;Relevant experience ...,Manager - Business Analysis (bpma),,"business analysis, bpma, sas, sql, evw, layers, data league...",Gurgaon,10to15
5-7 yrs,Must have written large scale high performance cloud services;Experience building and optimizing big ...,Architech for Data Infrastructure- 5yrs min- Pune,,"C++, Java, Data Structures, SQL, Python, Couchdb, NoSQL, MySQL, Scalability...",Pune,15to25
0-2 yrs,,Counsellor,,"counsellor, counselling, market research, hling  queries...",Hyderabad,0to3
1-3 yrs,Should have an entrepreneurial spirit and willingness to work in resource constrained startup ...,Manager - Analytics and Insights,Analytics,"Database Marketing, Email Marketing, Digital Marketing, Campaign Management...","Delhi NCR, Gurgaon, Noida",0to3
2-7 yrs,,"Quality Analyst, Quality Control Microbiologist, Dairy Technologist",,"Quality Control, Production, Dairy Products, Quality Analysis...","Bhiwadi, Gurgaon",0to3
